,HB_SOUTH_DAM,dew_point_temperature_S,temperature_S,HB_SOUTH_RTM,SOC,Net_Power_MW
2024-06-01 00:00:00,24.57,21.5,29.2,17.69,0.5,0.0
2024-06-01 00:15:00,24.57,21.5,29.2,18.33,0.4342109274457512,-0.26315629021699527
2024-06-01 00:30:00,24.57,21.5,29.2,17.85,0.36842161045137556,-0.2631572679775025
2024-06-01 00:45:00,24.57,21.5,29.2,18.01,0.30263296831665587,-0.26315456853887875
2024-06-01 01:00:00,20.62,21.3,28.5,16.57,0.23684381105813007,-0.2631566290341032
2024-06-01 01:15:00,20.62,21.3,28.5,14.58,0.23684405570155742,9.78573709398134e-07
2024-06-01 01:30:00,20.62,21.3,28.5,13.37,0.2962189646575668,0.23749963582403755
2024-06-01 01:45:00,20.62,21.3,28.5,12.86,0.35559391171884874,0.23749978824512774
2024-06-01 02:00:00,21.84,21.3,27.5,10.29,0.4149688624819629,0.23749980305245666
2024-06-01 02:15:00,21.84,21.3,27.5,9.35,0.4743438324739612,0.23749987996799327
2024-06-01 02:30:00,21.84,21.3,27.5,6.72,0.5337187997033204,0.23749986891743657
2024-06-01 02:45:00,21.84,21.3,27.5,6.59,0.5930937622578191,0.2374998502179948
2024-06-01 03:00:00,22.14,21.7,26.5,6.57,0.6524687458375904,0.23749993431908534
2024-06-01 03:15:00,22.14,21.7,26.5,3.78,0.7118437294764794,0.23749993455555618
2024-06-01 03:30:00,22.14,21.7,26.5,3.81,0.7712187160414608,0.2374999462599252
2024-06-01 03:45:00,22.14,21.7,26.5,6.79,0.8305936971081621,0.23749992426680544
2024-06-01 04:00:00,23.29,22.5,25.8,5.28,0.8899686803400522,0.23749993292756022
2024-06-01 04:15:00,23.29,22.5,25.8,7.5,0.8899686720930198,-3.298812956131769e-08
2024-06-01 04:30:00,23.29,22.5,25.8,9.47,0.8899686618836047,-4.083766036444558e-08
2024-06-01 04:45:00,23.29,22.5,25.8,11.58,0.8899686488761075,-5.202998876185916e-08
2024-06-01 05:00:00,25.05,22.8,25.8,12.5,0.8899686394771542,-3.7595813129343014e-08
2024-06-01 05:15:00,25.05,22.8,25.8,15.37,0.8899686265280142,-5.179655993003962e-08
2024-06-01 05:30:00,25.05,22.8,25.8,18.09,0.8899686004970797,-1.0412373807611175e-07
2024-06-01 05:45:00,25.05,22.8,25.8,16.64,0.8241796383240854,-0.2631558486919774
2024-06-01 06:00:00,24.43,22.6,24.6,17.66,0.8241794910809684,-5.889724676855224e-07
2024-06-01 06:15:00,24.43,22.6,24.6,16.16,0.7812508985869261,-0.1717143699761694
2024-06-01 06:30:00,24.43,22.6,24.6,15.7,0.7812512627624749,1.4567021953126869e-06
2024-06-01 06:45:00,24.43,22.6,24.6,15.82,0.8406261516845694,0.2374995556883781
2024-06-01 07:00:00,20.32,23.2,25.1,13.94,0.8999977311942712,0.23748631803880693
2024-06-01 07:15:00,20.32,23.2,25.1,14.3,0.8999976997411422,-1.2581251596088805e-07
2024-06-01 07:30:00,20.32,23.2,25.1,14.68,0.8999976663923063,-1.3339534365996997e-07
2024-06-01 07:45:00,20.32,23.2,25.1,14.05,0.8999976299589953,-1.4573324369493434e-07
2024-06-01 08:00:00,19.43,23.6,25.1,14.72,0.8999975993403506,-1.2247457892300417e-07
2024-06-01 08:15:00,19.43,23.6,25.1,16.1,0.8999975633985531,-1.4376719015274375e-07
2024-06-01 08:30:00,19.43,23.6,25.1,15.2,0.8999974891201062,-2.971137873508667e-07
2024-06-01 08:45:00,19.43,23.6,25.1,12.44,0.8999974626446299,-1.0590190546722056e-07
2024-06-01 09:00:00,19.63,24.0,25.0,13.78,0.8999974439989318,-7.458279238647947e-08
2024-06-01 09:15:00,19.63,24.0,25.0,13.87,0.8999974192873336,-9.884639284862828e-08
2024-06-01 09:30:00,19.63,24.0,25.0,13.57,0.8999973953461183,-9.576486093010317e-08
2024-06-01 09:45:00,19.63,24.0,25.0,15.03,0.8999973733972274,-8.779556370797081e-08
2024-06-01 10:00:00,20.12,25.0,26.0,20.09,0.8999973144767774,-2.3568179985389293e-07
2024-06-01 10:15:00,20.12,25.0,26.0,20.81,0.8999973540098303,1.5813221132532362e-07
2024-06-01 10:30:00,20.12,25.0,26.0,19.83,0.8999973872044472,1.3277846777626223e-07
2024-06-01 10:45:00,20.12,25.0,26.0,19.59,0.8999974344651968,1.8904299814437309e-07
2024-06-01 11:00:00,20.75,24.7,25.5,20.45,0.899997475841331,1.6550453718622293e-07
2024-06-01 11:15:00,20.75,24.7,25.5,20.65,0.8342080959128597,-0.26315751971388535
2024-06-01 11:30:00,20.75,24.7,25.5,31.73,0.7684187064055045,-0.263157558029421
2024-06-01 11:45:00,20.75,24.7,25.5,32.56,0.7026292461058492,-0.26315784119862107
2024-06-01 12:00:00,25.05,24.8,25.8,21.41,0.6368397850008791,-0.2631578444198803
2024-06-01 12:15:00,25.05,24.8,25.8,19.95,0.571050372577051,-0.2631576496953123
2024-06-01 12:30:00,25.05,24.8,25.8,19.22,0.5052610318448135,-0.2631573629289501
2024-06-01 12:45:00,25.05,24.8,25.8,18.43,0.439474283638084,-0.2631469928269181
2024-06-01 13:00:00,24.33,26.1,28.0,17.41,0.4394730468230908,-4.9472599727984345e-06
2024-06-01 13:15:00,24.33,26.1,28.0,15.57,0.4394727870309512,-1.0391685583144294e-06
2024-06-01 13:30:00,24.33,26.1,28.0,14.91,0.43947270012205564,-3.4763558232064895e-07
2024-06-01 13:45:00,24.33,26.1,28.0,14.21,0.4394726292647167,-2.8342935576297634e-07
2024-06-01 14:00:00,23.1,25.8,29.2,13.89,0.4394726055554388,-9.483711149727014e-08
2024-06-01 14:15:00,23.1,25.8,29.2,13.97,0.498847530165742,0.23749969844121277
2024-06-01 14:30:00,23.1,25.8,29.2,14.58,0.558222462426211,0.23749972904187588
2024-06-01 14:45:00,23.1,25.8,29.2,17.81,0.6175972516726544,0.23749915698577384
2024-06-01 15:00:00,23.14,25.5,30.1,16.88,0.617597307081791,2.21636546005044e-07
2024-06-01 15:15:00,23.14,25.5,30.1,18.85,0.6769696830892807,0.23748950402995916
2024-06-01 15:30:00,23.14,25.5,30.1,18.2,0.6769697660634711,3.318967616294799e-07
2024-06-01 15:45:00,23.14,25.5,30.1,18.0,0.676969899271031,5.328302394858042e-07
2024-06-01 16:00:00,26.9,24.7,31.2,25.52,0.6769701119554664,8.507377415867268e-07
2024-06-01 16:15:00,26.9,24.7,31.2,20.9,0.6769701214068393,3.780549162613056e-08
2024-06-01 16:30:00,26.9,24.7,31.2,27.81,0.6769701507716989,1.174594381758709e-07
2024-06-01 16:45:00,26.9,24.7,31.2,31.99,0.6769701673835878,6.644755590201612e-08
2024-06-01 17:00:00,26.71,24.2,33.4,22.01,0.6769701735555844,2.468798632193625e-08
2024-06-01 17:15:00,26.71,24.2,33.4,27.93,0.6769701950126019,8.582806998447268e-08
2024-06-01 17:30:00,26.71,24.2,33.4,21.14,0.6769702037255254,3.485169397521304e-08
2024-06-01 17:45:00,26.71,24.2,33.4,18.99,0.6769702372409859,1.3406184207198635e-07
2024-06-01 18:00:00,28.1,24.5,33.2,17.89,0.6769703175173583,3.211054893093035e-07
2024-06-01 18:15:00,28.1,24.5,33.2,19.1,0.6769708539808367,2.1458539136709476e-06
2024-06-01 18:30:00,28.1,24.5,33.2,19.98,0.6769708806313535,1.066020671736112e-07
2024-06-01 18:45:00,28.1,24.5,33.2,25.69,0.6769709187109321,1.5231831440587484e-07
2024-06-01 19:00:00,46.53,24.7,33.9,34.66,0.6769709276465394,3.574242946058348e-08
2024-06-01 19:15:00,46.53,24.7,33.9,29.13,0.6111814809558913,-0.2631577867625925
2024-06-01 19:30:00,46.53,24.7,33.9,34.88,0.5453920332610349,-0.2631577907794256
2024-06-01 19:45:00,46.53,24.7,33.9,29.25,0.4796025836936787,-0.26315779826942487
2024-06-01 20:00:00,43.63,24.7,34.5,26.61,0.41381314520991797,-0.2631577539350429
2024-06-01 20:15:00,43.63,24.7,34.5,24.7,0.41381315525571827,4.018320121090824e-08
2024-06-01 20:30:00,43.63,24.7,34.5,23.61,0.41381317233020226,6.829793597340483e-08
2024-06-01 20:45:00,43.63,24.7,34.5,19.86,0.41381318771672254,6.15460811204116e-08
2024-06-01 21:00:00,27.18,24.1,34.7,22.19,0.41381323200677056,1.7716019207192346e-07
2024-06-01 21:15:00,27.18,24.1,34.7,19.01,0.41381325243628897,8.171807364121264e-08
2024-06-01 21:30:00,27.18,24.1,34.7,18.73,0.4138133278837109,3.017896876844617e-07
2024-06-01 21:45:00,27.18,24.1,34.7,18.66,0.41381341061011323,3.30905609358112e-07
2024-06-01 22:00:00,23.77,24.7,33.6,19.95,0.4138135127115026,4.0840555737275963e-07
2024-06-01 22:15:00,23.77,24.7,33.6,20.57,0.4138135541705888,1.6583634487865595e-07
2024-06-01 22:30:00,23.77,24.7,33.6,21.19,0.4138135866763254,1.3002294640962475e-07
2024-06-01 22:45:00,23.77,24.7,33.6,20.26,0.4138136052950092,7.447473526767112e-08
2024-06-01 23:00:00,19.86,24.6,32.7,21.13,0.41381364023763534,1.397705045036446e-07
2024-06-01 23:15:00,19.86,24.6,32.7,21.92,0.41381366724905705,1.0804568684186222e-07
2024-06-01 23:30:00,19.86,24.6,32.7,20.11,0.41381368736476226,8.046282085061307e-08
2024-06-01 23:45:00,19.86,24.6,32.7,18.99,0.41381371207403145,9.883707674518405e-08
2024-06-02 00:00:00,16.35,25.1,31.0,18.64,0.41381372355717166,0.0
2024-06-02 00:15:00,16.35,25.1,31.0,15.93,0.34802440906844867,-0.263157257954892
2024-06-02 00:30:00,16.35,25.1,31.0,15.62,0.34802425194724285,-6.28484823295139e-07
2024-06-02 00:45:00,16.35,25.1,31.0,14.64,0.34802412375951397,-5.127509155045118e-07
2024-06-02 01:00:00,14.15,24.5,29.7,13.33,0.348024046356896,-3.0961047192690216e-07
2024-06-02 01:15:00,14.15,24.5,29.7,13.64,0.34802399551835916,-2.0335414729899526e-07
2024-06-02 01:30:00,14.15,24.5,29.7,13.13,0.3480239432028487,-2.0926204191695774e-07
2024-06-02 01:45:00,14.15,24.5,29.7,13.68,0.3480238919978756,-2.0481989237985943e-07
2024-06-02 02:00:00,13.38,25.1,28.5,11.21,0.3480238253883561,-2.6643807804482833e-07
2024-06-02 02:15:00,13.38,25.1,28.5,11.49,0.348023788388147,-1.4800083625310378e-07
2024-06-02 02:30:00,13.38,25.1,28.5,12.1,0.3480237473630613,-1.6410034286984398e-07
2024-06-02 02:45:00,13.38,25.1,28.5,12.54,0.3480236984197623,-1.9577319609886956e-07
2024-06-02 03:00:00,12.88,25.1,27.9,13.95,0.34802363740303915,-2.440668924741374e-07
2024-06-02 03:15:00,12.88,25.1,27.9,14.67,0.3480235408659535,-3.8614834263484e-07
2024-06-02 03:30:00,12.88,25.1,27.9,15.67,0.3480234555494312,-3.4126608916551504e-07
2024-06-02 03:45:00,12.88,25.1,27.9,15.94,0.34802303431453707,-1.6849395765294872e-06
2024-06-02 04:00:00,13.53,25.4,27.5,16.14,0.3480227198238253,-1.2579628470010817e-06
2024-06-02 04:15:00,13.53,25.4,27.5,17.21,0.3480219805900323,-2.956935172049313e-06
2024-06-02 04:30:00,13.53,25.4,27.5,15.76,0.3480205208723716,-5.838870642760341e-06
2024-06-02 04:45:00,13.53,25.4,27.5,17.03,0.34802042849412856,-3.6951297222032053e-07
2024-06-02 05:00:00,14.99,25.6,27.4,16.92,0.34801984194330077,-2.3462033111876224e-06
2024-06-02 05:15:00,14.99,25.6,27.4,16.24,0.34801950365135514,-1.3531677824918376e-06
2024-06-02 05:30:00,14.99,25.6,27.4,15.21,0.34801935975248893,-5.755954648467565e-07
2024-06-02 05:45:00,14.99,25.6,27.4,15.0,0.3480192962102387,-2.5416900095720507e-07
2024-06-02 06:00:00,15.18,25.7,27.2,15.08,0.34801923972397314,-2.259450622155157e-07
2024-06-02 06:15:00,15.18,25.7,27.2,14.16,0.3480191807303611,-2.3597444820389057e-07
2024-06-02 06:30:00,15.18,25.7,27.2,13.48,0.3480191455588881,-1.4068589204718762e-07
2024-06-02 06:45:00,15.18,25.7,27.2,13.74,0.3480191180372662,-1.1008648748145333e-07
2024-06-02 07:00:00,12.53,25.7,27.1,13.52,0.3480190857380427,-1.291968940719812e-07
2024-06-02 07:15:00,12.53,25.7,27.1,14.19,0.34801905557677515,-1.206450701563e-07
2024-06-02 07:30:00,12.53,25.7,27.1,12.81,0.3480190183897035,-1.487482865769607e-07
2024-06-02 07:45:00,12.53,25.7,27.1,11.22,0.34801899347293874,-9.966705905029016e-08
2024-06-02 08:00:00,9.76,25.7,27.0,11.89,0.34801897585589736,-7.046816552502833e-08
2024-06-02 08:15:00,9.76,25.7,27.0,9.82,0.40739391726100255,0.23749976562042074
2024-06-02 08:30:00,9.76,25.7,27.0,8.04,0.4667688783262959,0.23749984426117332
2024-06-02 08:45:00,9.76,25.7,27.0,4.86,0.526143848138276,0.23749987924792038
2024-06-02 09:00:00,8.11,26.0,27.5,6.26,0.5855188264598278,0.23749991328620723
2024-06-02 09:15:00,8.11,26.0,27.5,6.44,0.5866093192102318,0.004361971001616283
2024-06-02 09:30:00,8.11,26.0,27.5,5.15,0.5876998118165099,0.004361970425112105
2024-06-02 09:45:00,8.11,26.0,27.5,4.54,0.5887903055629908,0.004361974985923833
2024-06-02 10:00:00,7.57,26.0,27.6,5.52,0.5898807997651848,0.004361976808775925
2024-06-02 10:15:00,7.57,26.0,27.6,3.03,0.6492557765550453,0.23749990715944191
2024-06-02 10:30:00,7.57,26.0,27.6,0.75,0.7086307578106773,0.23749992502252804
2024-06-02 10:45:00,7.57,26.0,27.6,-0.91,0.7680057418928604,0.23749993632873245
2024-06-02 11:00:00,9.29,25.8,27.6,0.54,0.8273807276165822,0.23749994289488718
2024-06-02 11:15:00,9.29,25.8,27.6,-0.79,0.8273807217127533,-2.3615315480896015e-08
2024-06-02 11:30:00,9.29,25.8,27.6,0.6,0.8273807162618234,-2.1803719718604953e-08
2024-06-02 11:45:00,9.29,25.8,27.6,2.0,0.8273807103327796,-2.3716175245880322e-08
2024-06-02 12:00:00,13.15,25.6,27.3,3.35,0.8273807037993948,-2.613353933256235e-08
2024-06-02 12:15:00,13.15,25.6,27.3,5.21,0.8273806965407462,-2.903459428438282e-08
2024-06-02 12:30:00,13.15,25.6,27.3,6.18,0.8273806881342761,-3.362588030242364e-08
2024-06-02 12:45:00,13.15,25.6,27.3,6.94,0.8273806789075038,-3.690708938464127e-08
2024-06-02 13:00:00,14.67,25.7,28.5,6.84,0.8273806689370632,-3.988176233704621e-08
2024-06-02 13:15:00,14.67,25.7,28.5,9.0,0.8273806591048496,-3.932885439539291e-08
2024-06-02 13:30:00,14.67,25.7,28.5,10.77,0.8273806464629168,-5.056773133560455e-08
2024-06-02 13:45:00,14.67,25.7,28.5,11.49,0.8273806299987805,-6.585654510615768e-08
2024-06-02 14:00:00,16.84,24.9,30.0,12.18,0.827380611146172,-7.541043389736046e-08
2024-06-02 14:15:00,16.84,24.9,30.0,12.41,0.8273805894436432,-8.68101150963696e-08
2024-06-02 14:30:00,16.84,24.9,30.0,12.93,0.8273805665663657,-9.150911006727824e-08
2024-06-02 14:45:00,16.84,24.9,30.0,12.96,0.8273805405196146,-1.0418700435721462e-07
2024-06-02 15:00:00,21.76,24.1,31.5,13.45,0.827380514250389,-1.0507690229033528e-07
2024-06-02 15:15:00,21.76,24.1,31.5,14.26,0.8273804839299261,-1.2128185167270544e-07
2024-06-02 15:30:00,21.76,24.1,31.5,17.34,0.8273804437595661,-1.6068144015335406e-07
2024-06-02 15:45:00,21.76,24.1,31.5,18.31,0.8237077448984168,-0.014690795444597171
2024-06-02 16:00:00,27.3,23.7,32.9,31.97,0.7579184061071021,-0.2631573551652586
2024-06-02 16:15:00,27.3,23.7,32.9,19.17,0.692128944145475,-0.26315784784650864
2024-06-02 16:30:00,27.3,23.7,32.9,27.63,0.6263395504381747,-0.2631575748292012
2024-06-02 16:45:00,27.3,23.7,32.9,23.86,0.5605500934240771,-0.2631578280563902
2024-06-02 17:00:00,28.08,23.4,33.7,18.43,0.49476064545099563,-0.263157791892326
2024-06-02 17:15:00,28.08,23.4,33.7,14.98,0.428971301090605,-0.26315737744156253
2024-06-02 17:30:00,28.08,23.4,33.7,14.97,0.4289712439265272,-2.286563112186002e-07
2024-06-02 17:45:00,28.08,23.4,33.7,14.47,0.4289711896833446,-2.1697273044907206e-07
2024-06-02 18:00:00,29.71,23.6,34.5,16.56,0.4289711468529535,-1.7132156426846734e-07
2024-06-02 18:15:00,29.71,23.6,34.5,15.87,0.42897094824009874,-7.944514190949548e-07
2024-06-02 18:30:00,29.71,23.6,34.5,15.59,0.4289708487542702,-3.979433140788302e-07
2024-06-02 18:45:00,29.71,23.6,34.5,16.04,0.42897077140998335,-3.0937714745604694e-07
2024-06-02 19:00:00,38.77,23.3,35.2,19.54,0.4289706615049362,-4.396201886969209e-07
2024-06-02 19:15:00,38.77,23.3,35.2,16.92,0.3631812592257799,-0.2631576091166252
2024-06-02 19:30:00,38.77,23.3,35.2,16.59,0.3631808539085703,-1.621268838292167e-06
2024-06-02 19:45:00,38.77,23.3,35.2,15.49,0.3631806337766776,-8.805275708567706e-07
2024-06-02 20:00:00,36.02,23.3,36.5,15.29,0.36318056285108324,-2.8370237736830006e-07
2024-06-02 20:15:00,36.02,23.3,36.5,15.86,0.36318050010275693,-2.5099330525080177e-07
2024-06-02 20:30:00,36.02,23.3,36.5,17.45,0.36318040202539115,-3.923094631375079e-07
2024-06-02 20:45:00,36.02,23.3,36.5,15.82,0.2973970748232575,-0.2631333088085346
2024-06-02 21:00:00,25.57,20.8,38.0,16.77,0.2973969807615663,-3.7624676485492614e-07
2024-06-02 21:15:00,25.57,20.8,38.0,16.98,0.2973966989922944,-1.127077087659245e-06
2024-06-02 21:30:00,25.57,20.8,38.0,15.79,0.29739625629927685,-1.7707720700865792e-06
2024-06-02 21:45:00,25.57,20.8,38.0,15.14,0.2973961670116694,-3.571504298971462e-07
2024-06-02 22:00:00,19.53,23.4,36.4,17.48,0.2973961074402475,-2.382856874039163e-07
2024-06-02 22:15:00,19.53,23.4,36.4,19.21,0.23160935844005007,-0.26314699600078983
2024-06-02 22:30:00,19.53,23.4,36.4,17.55,0.16581996172367808,-0.26315758686548796
2024-06-02 22:45:00,19.53,23.4,36.4,16.48,0.10003319856610626,-0.26314705263028726
2024-06-02 23:00:00,17.16,23.4,36.2,16.97,0.10003299874761722,-7.992739561868412e-07
2024-06-02 23:15:00,17.16,23.4,36.2,16.97,0.1000324985877918,-2.0006393016691604e-06
2024-06-02 23:30:00,17.16,23.4,36.2,16.7,0.10003200291275803,-1.9827001350725126e-06
2024-06-02 23:45:00,17.16,23.4,36.2,16.32,0.10003174713589558,-1.0231074498157078e-06
2024-06-03 00:00:00,15.69,25.1,31.7,18.82,0.10003154851123255,0.0
2024-06-03 00:15:00,15.69,25.1,31.7,18.11,0.10000090476394621,-0.00012257498914536313
2024-06-03 00:30:00,15.69,25.1,31.7,16.31,0.1000005455148233,-1.4369964916327582e-06
2024-06-03 00:45:00,15.69,25.1,31.7,15.81,0.10000049431160708,-2.0481286489015815e-07
2024-06-03 01:00:00,12.89,25.1,29.8,14.98,0.10000044361089752,-2.0280283824503087e-07
2024-06-03 01:15:00,12.89,25.1,29.8,13.58,0.10000040046192255,-1.7259589990548108e-07
2024-06-03 01:30:00,12.89,25.1,29.8,13.8,0.10000036926256878,-1.2479741506865594e-07
2024-06-03 01:45:00,12.89,25.1,29.8,12.31,0.1000003248151168,-1.7778980793137222e-07
2024-06-03 02:00:00,11.08,25.3,28.8,10.75,0.10000029280653691,-1.2803431953534172e-07
2024-06-03 02:15:00,11.08,25.3,28.8,10.53,0.10000026787502792,-9.97260359847374e-08
2024-06-03 02:30:00,11.08,25.3,28.8,9.2,0.10000023744757426,-1.2170981461556707e-07
2024-06-03 02:45:00,11.08,25.3,28.8,8.33,0.1000002137078884,-9.495874342402288e-08
2024-06-03 03:00:00,10.44,25.3,28.7,7.78,0.10000020318014813,-4.211096110706691e-08
2024-06-03 03:15:00,10.44,25.3,28.7,6.63,0.15937512978630514,0.23749970642462803
2024-06-03 03:30:00,10.44,25.3,28.7,6.72,0.21875008133085574,0.23749980617820243
2024-06-03 03:45:00,10.44,25.3,28.7,5.32,0.2781250315584237,0.2374998009102719
2024-06-03 04:00:00,10.53,25.3,28.5,3.74,0.33749999656388896,0.23749986002186096
2024-06-03 04:15:00,10.53,25.3,28.5,5.15,0.3968749703766608,0.2374998952510874
2024-06-03 04:30:00,10.53,25.3,28.5,5.31,0.4562499366010033,0.23749986489737007
2024-06-03 04:45:00,10.53,25.3,28.5,5.28,0.5156249016807333,0.2374998603189198
2024-06-03 05:00:00,12.45,25.5,28.5,7.01,0.5749998669809354,0.23749986120080857
2024-06-03 05:15:00,12.45,25.5,28.5,6.83,0.6343748124353559,0.23749978181768183
2024-06-03 05:30:00,12.45,25.5,28.5,8.49,0.6937497609535935,0.23749979407295063
2024-06-03 05:45:00,12.45,25.5,28.5,8.97,0.7531246521123536,0.23749956463504018
2024-06-03 06:00:00,12.3,25.6,28.5,10.26,0.8124994862513494,0.2374993365559832
2024-06-03 06:15:00,12.3,25.6,28.5,10.75,0.8124991446730688,-1.3663131221974822e-06
2024-06-03 06:30:00,12.3,25.6,28.5,10.55,0.7812551299350446,-0.12497605895209674
2024-06-03 06:45:00,12.3,25.6,28.5,10.02,0.7812540188745523,-4.444241969547846e-06
2024-06-03 07:00:00,10.83,25.7,28.6,10.71,0.78125380551527,-8.534371289670162e-07
2024-06-03 07:15:00,10.83,25.7,28.6,9.96,0.7812521526822539,-6.611332064476727e-06
2024-06-03 07:30:00,10.83,25.7,28.6,9.65,0.7812522258695412,2.927491493665002e-07
2024-06-03 07:45:00,10.83,25.7,28.6,8.53,0.8406237172600014,0.23748596556184065
2024-06-03 08:00:00,8.81,25.9,28.5,10.66,0.8999986347532907,0.23749966997315708
2024-06-03 08:15:00,8.81,25.9,28.5,10.57,0.8999984860390143,-5.94857105351565e-07
2024-06-03 08:30:00,8.81,25.9,28.5,11.09,0.8999981998415518,-1.1447898500271947e-06
2024-06-03 08:45:00,8.81,25.9,28.5,11.04,0.8342125744480335,-0.26314250157407315
2024-06-03 09:00:00,8.84,25.7,28.5,10.87,0.7940801310703002,-0.16052977351093345
2024-06-03 09:15:00,8.84,25.7,28.5,10.71,0.7940798848811531,-9.84756588273683e-07
2024-06-03 09:30:00,8.84,25.7,28.5,10.63,0.7940797214991913,-6.535278473940309e-07
2024-06-03 09:45:00,8.84,25.7,28.5,11.68,0.7940795935919902,-5.11628804211739e-07
2024-06-03 10:00:00,10.03,25.6,28.5,11.93,0.7282902786799068,-0.2631572596483336
2024-06-03 10:15:00,10.03,25.6,28.5,9.38,0.6625010087142491,-0.2631570798626308
2024-06-03 10:30:00,10.03,25.6,28.5,9.19,0.662500986529064,-8.874074053366598e-08
2024-06-03 10:45:00,10.03,25.6,28.5,10.09,0.6625009071955303,-3.1733413452528225e-07
2024-06-03 11:00:00,13.28,25.6,28.5,8.01,0.662500692934573,-8.570438292387905e-07
2024-06-03 11:15:00,13.28,25.6,28.5,8.01,0.7218756247243764,0.23749972715921341
2024-06-03 11:30:00,13.28,25.6,28.5,8.64,0.7812505562603891,0.2374997261440508
2024-06-03 11:45:00,13.28,25.6,28.5,9.65,0.8406254857015673,0.23749971776471268
2024-06-03 12:00:00,15.53,25.5,28.6,9.75,0.9,0.23749805719373107
2024-06-03 12:15:00,15.53,25.5,28.6,10.61,0.8999999689615763,-1.2415369488039119e-07
2024-06-03 12:30:00,15.53,25.5,28.6,11.87,0.8999999550743589,-5.554886950420723e-08
2024-06-03 12:45:00,15.53,25.5,28.6,15.88,0.8999999460549136,-3.6077781206955706e-08
2024-06-03 13:00:00,20.58,25.4,29.0,13.26,0.8999999145889026,-1.2586404407599616e-07
2024-06-03 13:15:00,20.58,25.4,29.0,14.26,0.8999998849495585,-1.1855737636068397e-07
2024-06-03 13:30:00,20.58,25.4,29.0,16.39,0.8999998605090205,-9.776215215140382e-08
2024-06-03 13:45:00,20.58,25.4,29.0,20.55,0.8999998348289243,-1.0272038464265165e-07
2024-06-03 14:00:00,24.47,25.1,30.8,28.4,0.8999997767636231,-2.3226120493546887e-07
2024-06-03 14:15:00,24.47,25.1,30.8,17.65,0.8342103433129642,-0.26315773380263563
2024-06-03 14:30:00,24.47,25.1,30.8,17.71,0.8342103270958339,-6.486852122122855e-08
2024-06-03 14:45:00,24.47,25.1,30.8,19.29,0.8342103107116946,-6.553655707008943e-08
2024-06-03 15:00:00,30.84,23.8,32.3,19.45,0.8342102884893233,-8.88894851058808e-08
2024-06-03 15:15:00,30.84,23.8,32.3,24.34,0.8342102654396268,-9.219878593924591e-08
2024-06-03 15:30:00,30.84,23.8,32.3,30.35,0.834209630918217,-2.5380856394363605e-06
2024-06-03 15:45:00,30.84,23.8,32.3,34.74,0.7684201850707909,-0.2631577833897043
2024-06-03 16:00:00,43.16,24.0,33.5,22.23,0.7026307278190732,-0.2631578290068708
2024-06-03 16:15:00,43.16,24.0,33.5,21.91,0.7113499315284848,0.034876814837646375
2024-06-03 16:30:00,43.16,24.0,33.5,19.38,0.7707248513573469,0.23749967931544846
2024-06-03 16:45:00,43.16,24.0,33.5,20.38,0.830099793884651,0.23749977010921652
2024-06-03 17:00:00,42.57,23.4,34.6,17.98,0.889474721361016,0.23749970990545988
2024-06-03 17:15:00,42.57,23.4,34.6,21.19,0.8894746963410769,-1.0007975648207434e-07
2024-06-03 17:30:00,42.57,23.4,34.6,19.72,0.8894746607847736,-1.4222521338425054e-07
2024-06-03 17:45:00,42.57,23.4,34.6,19.42,0.8894746263112273,-1.3789418495946393e-07
2024-06-03 18:00:00,39.49,23.3,35.9,19.54,0.8894745899288689,-1.4552943383705497e-07
2024-06-03 18:15:00,39.49,23.3,35.9,19.41,0.889474567284736,-9.057653160837731e-08
2024-06-03 18:30:00,39.49,23.3,35.9,17.75,0.8894745302492735,-1.4814184989830892e-07
2024-06-03 18:45:00,39.49,23.3,35.9,19.95,0.8894745020161299,-1.1293257440314619e-07
2024-06-03 19:00:00,51.42,24.1,36.0,30.81,0.8894744743583514,-1.1063111404752135e-07
2024-06-03 19:15:00,51.42,24.1,36.0,40.27,0.8236850463393253,-0.2631577120761044
2024-06-03 19:30:00,51.42,24.1,36.0,52.03,0.7578955829513288,-0.26315785355198607
2024-06-03 19:45:00,51.42,24.1,36.0,84.62,0.6921061249348499,-0.26315783206591536
2024-06-03 20:00:00,38.43,24.6,36.5,273.28,0.6263166569335549,-0.26315787200518015
2024-06-03 20:15:00,38.43,24.6,36.5,63.17,0.5605271842992084,-0.2631578905373857
2024-06-03 20:30:00,38.43,24.6,36.5,50.12,0.4947377147120407,-0.263157878348671
2024-06-03 20:45:00,38.43,24.6,36.5,43.02,0.42894825643157486,-0.26315783312186336
2024-06-03 21:00:00,25.61,24.6,37.0,41.61,0.3631588091991774,-0.26315778892958974
2024-06-03 21:15:00,25.61,24.6,37.0,26.09,0.2973693450844822,-0.26315785645878087
2024-06-03 21:30:00,25.61,24.6,37.0,24.22,0.23157993068228577,-0.26315765760878573
2024-06-03 21:45:00,25.61,24.6,37.0,23.24,0.2315795928066657,-1.3515024802623898e-06
2024-06-03 22:00:00,20.74,25.2,34.8,32.74,0.23157941607939841,-7.069090691702584e-07
2024-06-03 22:15:00,20.74,25.2,34.8,26.1,0.16578998925692284,-0.2631577072899023
2024-06-03 22:30:00,20.74,25.2,34.8,21.19,0.10000057415581994,-0.26315766040441163
2024-06-03 22:45:00,20.74,25.2,34.8,20.24,0.10000043555479392,-5.544041040694836e-07
